author_id,name,biography,birth_date,death_date
644,Harper Lee,"Harper Lee, Amerikalı yazar olup, en çok 'To Kill a Mockingbird' adlı romanıyla tanınır. Bu eseriyle Pulitzer Ödülü kazanmıştır. 28 Nisan 1926'da Monroeville, Alabama'da doğmuş ve 19 Şubat 2016'da aynı yerde vefat etmiştir. Lee, Amerikan edebiyatının önde gelen isimlerinden biridir.",1926-04-28,2016-02-19
645,Kâmuran Şipal,"Kâmuran Şipal, Türk edebiyatında çevirmenliği ve yazarlığıyla tanınır. Franz Kafka ve Heinrich Böll gibi isimlerin eserlerini Türkçe'ye kazandırmıştır. 1926 yılında Adana'da doğmuş olan Şipal, öykü ve roman türünde de önemli eserler vermiştir.",1926-01-01,
646,Sedat Kaygalak,"Sedat Kaygalak, Türk edebiyatının güçlü kalemlerinden biri olup, şiir ve roman türlerinde eserler vermiştir. 1970 yılında Erzincan'da doğmuş olan Kaygalak, eserlerinde insan ve toplum ilişkilerini derinlemesine ele alır.",1970-01-01,
647,Fazlı Koca,"Fazlı Koca, çağdaş Türk edebiyatında roman ve deneme türlerinde önemli eserler vermiş bir yazardır. 1985 yılında Ankara'da doğmuş olan Koca, bireysel ve toplumsal temaları işlediği eserleriyle tanınır.",1985-01-01,
648,Rachel Cusk,"Rachel Cusk, Kanadalı-İngiliz yazar ve edebiyatçı olup, özellikle 'Outline' üçlemesiyle tanınır. 8 Şubat 1967'de Kanada'da doğmuş olan Cusk, eserlerinde modern bireyin sorunlarını ve toplumsal cinsiyet konularını ele alır.",1967-02-08,
649,Andy Weir,"Andy Weir, Amerikalı bilimkurgu yazarıdır. En çok 'The Martian' adlı romanıyla tanınır. 16 Haziran 1972'de Kaliforniya'da doğmuş olan Weir, eserlerinde bilimsel doğruluğu ve mizahi üslubu birleştirir.",1972-06-16,
650,Zerrin Argun,"Zerrin Argun, Türk edebiyatında toplumsal ve bireysel temaları işleyen önemli bir yazardır. 1978 yılında İstanbul'da doğmuş olan Argun, romanlarında derin karakter analizleri ve etkileyici bir anlatım sunar.",1978-01-01,
651,Hülya Tozlu,"Hülya Tozlu, kısa öykü ve deneme türlerinde eserler veren çağdaş Türk yazarlardan biridir. 1980 yılında İzmir'de doğmuş olan Tozlu, eserlerinde insan psikolojisini ve yaşamın inceliklerini işler.",1980-01-01,
652,Maia Fatma Acun,"Maia Fatma Acun, genç Türk yazarlar arasında dikkat çeken bir isimdir. Özellikle fantastik edebiyat türünde eserler veren Acun, 1992 yılında Bursa'da doğmuştur.",1992-01-01,
653,M. İlin,"M. İlin, Rus yazar ve bilim insanıdır. Özellikle bilimsel kitapları ve çocuklara yönelik eserleriyle tanınır. 1896 yılında doğmuş ve 1953 yılında vefat etmiştir. İlin'in eserleri, bilimi anlaşılır ve eğlenceli bir şekilde sunmayı amaçlar.",1896-01-01,1953-01-01
654,Etaf Rum,"Etaf Rum, Filistin asıllı Amerikalı bir yazar ve akademisyendir. En çok 'A Woman is No Man' adlı romanıyla tanınır. 8 Mart 1985'te Brooklyn, New York'ta doğmuş olan Rum, eserlerinde kadınların yaşam mücadelelerini işler.",1985-03-08,
655,Turgut Akkuş,"Turgut Akkuş, Türk edebiyatının genç kuşak yazarlarından biridir. 1990 yılında Antalya'da doğmuş olan Akkuş, öykü ve denemelerinde bireyin toplumsal ve içsel yolculuklarını işler.",1990-01-01,
656,Tracy Hickman,"Tracy Hickman, Amerikalı fantastik kurgu yazarıdır. En çok 'Dragonlance' serisiyle tanınır. 26 Kasım 1955'te doğmuş olan Hickman, fantastik dünyalar yaratmadaki ustalığıyla tanınır.",1955-11-26,
657,Lindsey Davis,"Lindsey Davis, İngiliz yazar olup, tarihi polisiye türündeki eserleriyle tanınır. En çok 'Marcus Didius Falco' serisiyle bilinir. 21 Eylül 1949'da Birmingham'da doğmuş olan Davis, eserlerinde tarihsel detaylara büyük önem verir.",1949-09-21,
658,Said Seymen,"Said Seymen, Türk edebiyatının yeni nesil yazarlarından biridir. 1988 yılında İstanbul'da doğmuş olan Seymen, modern insanın sorunlarını ve toplumla çatışmasını işler.",1988-01-01,
659,Hilary Leichter,"Hilary Leichter, Amerikalı yazar olup, en çok 'Temporary' adlı romanıyla tanınır. Leichter'in eserleri, mizahi üslubu ve yaratıcı anlatım tarzıyla dikkat çeker.",1989-01-01,
660,Amy Garvey,"Amy Garvey, Amerikalı yazar olup, genellikle romantik ve fantastik türlerde eserler verir. Garvey, okurlarını hayal gücüyle dolu hikayelere çekme becerisiyle bilinir.",1975-01-01,
661,Lydia Millet,"Lydia Millet, Amerikalı roman yazarı ve çevrecidir. En çok 'A Children's Bible' adlı eseriyle tanınır. 5 Aralık 1968'de Boston'da doğmuş olan Millet, eserlerinde çevresel sorunlara ve insan doğasına odaklanır.",1968-12-05,
662,Hülya Cengiz,"Hülya Cengiz, Türk edebiyatının önemli yazarlarından biridir. Roman ve deneme türlerinde eserler vermiştir. 1974 yılında Adana'da doğmuş olan Cengiz, eserlerinde toplumsal eleştiriler ve bireysel içsel yolculukları işler.",1974-01-01,
663,Yurdagül Şahin,"Yurdagül Şahin, Türk yazar ve akademisyen olup, edebiyat alanında birçok esere imza atmıştır. 1980 yılında İzmir'de doğmuş olan Şahin, eserlerinde kadın hakları ve toplumun dönüşümünü işler.",1980-01-01,
664,Onur Gürlek,"Onur Gürlek, genç Türk yazarlardan biridir. 1992 yılında İstanbul'da doğmuş olan Gürlek, fantastik ve bilimkurgu türünde eserleriyle tanınır.",1992-01-01,
665,Recaizade Mahmut Ekrem,"Recaizade Mahmut Ekrem, Tanzimat Dönemi Türk edebiyatının önemli bir ismidir. En çok bilinen eseri 'Araba Sevdası' ile modern Türk romanının temelini atmıştır. 1 Mart 1847'de İstanbul'da doğmuş ve 31 Ocak 1914'te vefat etmiştir.",1847-03-01,1914-01-31
666,Mehmet Yalçın,"Mehmet Yalçın, çağdaş Türk yazarlarından biri olup, özellikle kısa öykü ve roman türlerinde eserler vermiştir. 1970 yılında Trabzon'da doğmuş olan Yalçın, bireyin toplumsal kimliğini sorgulayan temalar işler.",1970-01-01,
667,Şakir Kadan,"Şakir Kadan, Türk edebiyatında şiir ve roman türünde eserler veren bir yazardır. 1985 yılında Ankara'da doğmuş olan Kadan, insan psikolojisi ve içsel çatışmalar üzerine yoğunlaşır.",1985-01-01,
668,Amy Lea,"Amy Lea, Kanadalı yazar ve romantik komedi türünde eserler veren bir isimdir. En çok 'Set on You' adlı romanıyla tanınır. Lea, modern ilişkileri eğlenceli ve sıcak bir dille ele alır.",1990-01-01,
669,David Nicholls,"İngiliz yazar David Nicholls, romantik komedi türündeki romanlarıyla tanınır. Özellikle “One Day” adlı eseriyle geniş bir okuyucu kitlesine ulaşmıştır.",1966-11-30,
670,Apostolos Doxiadis,"Apostolos Doxiadis, Yunan yazar ve matematikçi olup, özellikle 'Uncle Petros and Goldbach's Conjecture' adlı eseriyle tanınır. 6 Haziran 1953'te doğmuş olan Doxiadis, eserlerinde matematiksel ve felsefi temaları işler.",1953-06-06,
671,Duygu Kiper,"Duygu Kiper, Türk yazar ve akademisyen olup, kadın çalışmaları ve toplumsal cinsiyet temalarında eserler vermiştir. 1988 yılında Antalya'da doğmuş olan Kiper, edebi eserlerinde toplumsal dönüşüme vurgu yapar.",1988-01-01,
672,Patrick Ness,"Patrick Ness, İngiliz-Amerikalı yazar ve senaristtir. En çok 'Chaos Walking' serisiyle tanınır. 17 Ekim 1971'de Virginia'da doğmuş olan Ness, genç yetişkin edebiyatında çığır açan bir isimdir.",1971-10-17,
673,Chuck Hogan,"Chuck Hogan, Amerikalı yazar ve senaristtir. En çok Guillermo del Toro ile birlikte yazdığı 'The Strain' serisiyle tanınır. Hogan, korku ve gerilim türlerinde ustalığıyla bilinir.",1967-01-01,
674,Zafer Zengin,"Zafer Zengin, Türk yazar ve şair olup, özellikle aşk ve insan doğası üzerine eserleriyle tanınır. 1980 yılında İstanbul'da doğmuş olan Zengin, eserlerinde insanın içsel dünyasına yoğunlaşır.",1980-01-01,
675,Mario Vargas Llosa,"Mario Vargas Llosa, Peru doğumlu Nobel ödüllü bir yazardır. 28 Mart 1936'da Arequipa, Peru'da doğmuş olan Llosa, eserlerinde Latin Amerika'nın toplumsal ve siyasi sorunlarını işler.",1936-03-28,
676,Sabahattin Ali,"Sabahattin Ali, Türk edebiyatının önde gelen isimlerinden biridir. En çok 'Kürk Mantolu Madonna' ve 'İçimizdeki Şeytan' adlı eserleriyle tanınır. 25 Şubat 1907'de doğmuş ve 2 Nisan 1948'de trajik bir şekilde hayatını kaybetmiştir.",1907-02-25,1948-04-02
677,Friedrich Christian Delius,"Friedrich Christian Delius, Alman edebiyatının önemli isimlerinden biridir. 13 Şubat 1943'te doğmuş olan Delius, eserlerinde tarihi ve siyasi olaylara yer verir.",1943-02-13,
678,Melike Bardakcı,"Melike Bardakcı, Türk edebiyatının yükselen yıldızlarından biridir. 1990 yılında İstanbul'da doğmuş olan Bardakcı, roman ve deneme türlerinde eserler vermiştir.",1990-01-01,
679,Gamze Yılmaz,"Gamze Yılmaz, genç Türk yazarlar arasında yer alır. Roman ve öykü türünde eserler veren Yılmaz, 1995 yılında Ankara'da doğmuştur. Eserlerinde bireysel özgürlük ve toplumsal sorunlara odaklanır.",1995-01-01,
680,Algernon Blackwood,"Algernon Blackwood, İngiliz yazar ve radyo sunucusudur. 14 Mart 1869'da Londra'da doğmuş ve 10 Aralık 1951'de hayatını kaybetmiştir. Özellikle doğaüstü korku hikayeleriyle tanınır.",1869-03-14,1951-12-10
681,Joe Haldeman,"Joe Haldeman, Amerikalı bilimkurgu yazarıdır. 9 Haziran 1943'te doğmuş olan Haldeman, 'Forever War' adlı eseriyle Hugo ve Nebula ödüllerine layık görülmüştür.",1943-06-09,
682,Francesco Ongaro,"Francesco Ongaro, İtalyan yazar ve gazetecidir. 1970 yılında Venedik'te doğmuş olan Ongaro, eserlerinde insan doğasını ve toplumsal meseleleri işler.",1970-01-01,
683,Gediz Akdeniz,"Gediz Akdeniz, Türk edebiyatının modern yazarlarından biridir. 1987 yılında İzmir'de doğmuş olan Akdeniz, deneme ve kısa öykü türlerinde eserler vermektedir.",1987-01-01,
684,Zehra Tapunç,"Zehra Tapunç, çağdaş Türk edebiyatında önemli bir yere sahiptir. 1992 yılında İstanbul'da doğmuş olan Tapunç, kadın hakları ve toplumsal adalet üzerine yazılarıyla tanınır.",1992-01-01,
685,Gülay Polat,"Gülay Polat, Türk yazar ve şairdir. 1978 yılında Adana'da doğmuş olan Polat, şiir ve roman türlerinde eserler vermiştir. Temaları arasında aşk ve insanın içsel yolculuğu bulunur.",1978-01-01,
686,Sofia Segovia,"Sofia Segovia, Meksikalı yazar ve gazetecidir. 4 Eylül 1964'te Monterrey'de doğmuş olan Segovia, 'The Murmur of Bees' adlı romanıyla uluslararası başarı kazanmıştır.",1964-09-04,
687,Eimear McBride,"Eimear McBride, İrlandalı yazar ve edebiyatçı olup, modernist yazım tarzıyla tanınır. 1976 yılında Liverpool'da doğmuş olan McBride, 'A Girl is a Half-Formed Thing' adlı eseriyle birçok ödül kazanmıştır.",1976-01-01,
689,Frank Herbert,"Frank Herbert, Amerikalı bilimkurgu yazarıdır. 8 Ekim 1920'de doğmuş ve 11 Şubat 1986'da hayatını kaybetmiştir. 'Dune' serisi ile tanınan Herbert, türünün en etkili yazarlarından biri olarak kabul edilir.",1920-10-08,1986-02-11
690,Nick Shadow,"Nick Shadow, korku ve gerilim türünde eserler veren bir yazardır. Shadow, genellikle karanlık atmosferler ve şaşırtıcı sonlarla dolu kısa hikayeler kaleme alır.",,
691,Nejat Soyer,"Nejat Soyer, Türk edebiyatında öykü ve roman türünde eserler veren bir yazardır. 1950 yılında doğmuş olan Soyer, bireysel ve toplumsal sorunları eserlerine taşır.",1950-01-01,
692,Salih İrişti,"Salih İrişti, Türk yazar ve eğitimcidir. 1965 yılında doğmuş olan İrişti, çocuk edebiyatı alanında yaptığı çalışmalarla tanınır.",1965-01-01,
693,Mehmet Berk Yaltırık,"Mehmet Berk Yaltırık, Türk yazar ve tarihçidir. 1987 yılında doğmuş olan Yaltırık, özellikle korku ve tarih türündeki eserleriyle bilinir.",1987-01-01,
694,Roger Zelazny,"Roger Zelazny, Amerikalı bilimkurgu ve fantastik edebiyat yazarıdır. 13 Mayıs 1937'de doğmuş ve 14 Haziran 1995'te vefat etmiştir. 'Amber' serisiyle tanınır.",1937-05-13,1995-06-14
695,Adnan Özyalçıner,"Adnan Özyalçıner, Türk öykü yazarı ve gazetecidir. 1934 yılında doğmuş olan Özyalçıner, gerçekçi öyküleriyle tanınır ve Türk edebiyatında önemli bir yere sahiptir.",1934-01-01,
696,Heidi R. Kling,"Heidi R. Kling, Amerikalı genç yetişkin edebiyatı yazarıdır. 'Sea' adlı romanıyla tanınan Kling, eserlerinde gençlik, aşk ve kayıplar üzerine temaları işler.",,
697,Mert Toker,"Mert Toker, Türk yazar ve akademisyendir. 1990 yılında İstanbul'da doğmuş olan Toker, deneme ve araştırma türlerinde eserler verir.",1990-01-01,
698,James Heneage,"James Heneage, İngiliz tarihi kurgu yazarıdır. 'The Walls of Byzantium' serisi ile tanınır. 1962 yılında doğmuş olan Heneage, eserlerinde tarihin önemli dönüm noktalarını işler.",1962-01-01,
699,John Irving,"John Irving, Amerikalı yazar ve senaristtir. 2 Mart 1942'de doğmuş olan Irving, 'The World According to Garp' ve 'A Prayer for Owen Meany' gibi eserleriyle tanınır.",1942-03-02,
700,Seyfettin Dilekçi,"Seyfettin Dilekçi, Türk edebiyatında yeni nesil yazarlardan biridir. 1995 yılında İstanbul'da doğmuş olan Dilekçi, roman ve deneme türünde eserler vermektedir.",1995-01-01,
701,Kerem Can Germirligil,"Kerem Can Germirligil, Türk yazar ve araştırmacıdır. 1980 yılında Bursa'da doğmuş olan Germirligil, akademik çalışmalarıyla ve romanlarıyla tanınır.",1980-01-01,
702,Mustafa Üzel,"Mustafa Üzel, Türk edebiyatında özellikle deneme ve öykü türlerinde eserler veren bir yazardır. 1975 yılında İstanbul'da doğmuş olan Üzel, eserlerinde toplumsal yapıyı ve bireysel özgürlüğü işler.",1975-01-01,
703,Monica McCarty,"Monica McCarty, Amerikalı yazardır. McCarty, özellikle tarihi romanları ve romantik hikayeleriyle tanınır. Eserlerinde tarihsel olayları ve karakter derinliklerini mükemmel şekilde harmanlar.",,
704,Murat Menteş,"Murat Menteş, Türk yazar ve senaristtir. 1976 yılında İstanbul'da doğmuş olan Menteş, absürd komedi ve fantastik kurgu türlerinde eserler vermektedir. Yazıları, genellikle insanın içsel çatışmalarını sorgular.",1976-01-01,
705,Adalet Ağaoğlu,"Adalet Ağaoğlu, Türk edebiyatının önemli yazarlarından biridir. 23 Ekim 1929'da Ankara'da doğmuş olan Ağaoğlu, modern Türk romanının öncülerindendir ve eserlerinde toplumsal sorunlar ile bireysel dramaları işler.",1929-10-23,2020-07-14
706,S. D. Perry,"S. D. Perry, Amerikalı bilim kurgu yazarıdır. Özellikle video oyunlarından uyarlanan romanlarla tanınır. 1965 yılında doğmuş olan Perry, 'Resident Evil' serisi ile ün kazanmıştır.",1965-01-01,
708,Anders de la Motte,"Anders de la Motte, İsveçli bir yazardır. 1971 yılında doğmuş olan de la Motte, gerilim ve suç türlerinde eserler verir. Özellikle, dijital teknolojilerin toplum üzerindeki etkisini ele alır.",1971-01-01,
709,Emmett Grogan,"Emmett Grogan, Amerikalı aktivist ve yazardır. 1942 yılında doğmuş ve 1978 yılında hayatını kaybetmiştir. 'Ringolevio' adlı eseri, 1960'lar counterculture hareketini anlatır.",1942-01-01,1978-01-01
710,J. K. Rowling,"J. K. Rowling, Britanyalı yazar, en çok 'Harry Potter' serisi ile tanınır. 31 Temmuz 1965'te doğmuş olan Rowling, eserleri dünya çapında en çok satanlar arasına girmiştir.",1965-07-31,
711,Burak Soyer,"Burak Soyer, Türk yazar ve gazetecidir. 1982 yılında İstanbul'da doğmuş olan Soyer, kısa öykü ve denemeleriyle tanınır. Yazılarında bireysel ve toplumsal meseleleri derinlemesine işler.",1982-01-01,
712,Hani Astolin,"Hani Astolin, Türk edebiyatında modernist eserleriyle bilinen bir yazardır. 1970 yılında Adana'da doğmuş olan Astolin, eserlerinde bireyin yalnızlığı ve toplumla çatışmasını konu alır.",1970-01-01,
713,Hüseyin Uğuz,"Hüseyin Uğuz, Türk yazarıdır. 1968 yılında Konya'da doğmuş olan Uğuz, roman, şiir ve deneme türlerinde eserler verir. Eserlerinde, birey ve toplum arasındaki ilişkiyi derinlemesine işler.",1968-01-01,
714,Tahsin Yücel,"Tahsin Yücel, Türk yazar, şair ve çevirmenidir. 1940 yılında İstanbul'da doğmuş olan Yücel, özellikle romanlarıyla tanınır. Eserlerinde insan ilişkileri ve toplumsal yapıyı sorgular.",1940-01-01,
715,Gökhan Yılmaz,"Gökhan Yılmaz, Türk edebiyatında yer alan genç yazarlardan biridir. 1990 yılında İstanbul'da doğmuş olan Yılmaz, deneme ve kısa öyküler yazmaktadır. Eserlerinde toplumsal ve bireysel sorunlara yer verir.",1990-01-01,
716,Ayla Aydın,"Ayla Aydın, Türk yazar ve akademisyendir. 1983 yılında İzmir'de doğmuş olan Aydın, edebiyat ve kültür üzerine yazdığı eserlerle tanınır. Yazılarında kültürel çatışmalar ve kimlik sorunu üzerinde yoğunlaşır.",1983-01-01,
717,Ezgi Otmanoğlu,"Ezgi Otmanoğlu, Türk yazar ve şairdir. 1991 yılında İstanbul'da doğmuş olan Otmanoğlu, şiir ve kısa öykü türlerinde eserler verir. Eserlerinde insan psikolojisini ve içsel yolculuğu ele alır.",1991-01-01,
718,Murat Boyner,"Murat Boyner, Türk yazar ve gazetecidir. 1980 yılında İzmir'de doğmuş olan Boyner, toplumsal sorunlar ve insan hakları üzerine yazılar yazmaktadır. Eserlerinde, bireyin içsel dünyası ve toplumsal adalet üzerinde yoğunlaşır.",1980-01-01,
719,Şenay Eroğlu Aksoy,"Şenay Eroğlu Aksoy, Türk edebiyatında öyküleriyle tanınan bir yazardır. 1976 yılında Ankara'da doğmuş olan Aksoy, eserlerinde özellikle kadın hakları ve toplumsal eşitsizlik üzerine yoğunlaşır.",1976-01-01,
720,Ben Lerner,"Ben Lerner, Amerikalı yazar ve şairdir. 1980 yılında Kansas City'de doğmuş olan Lerner, deneme, şiir ve roman türlerinde eserler vermektedir. Yazılarında bireysel kimlik ve toplumsal ilişkileri sorgular.",1980-01-01,
721,Bruno Monte,"Bruno Monte, Brezilyalı yazar ve edebiyatçı olup, Latin Amerikan edebiyatında önemli bir yere sahiptir. 1968 yılında São Paulo'da doğmuş olan Monte, eserlerinde toplumsal eşitsizlik ve kültürel çatışmalar üzerine yazılar yazmıştır.",1968-01-01,
722,Işın Özdemir,"Işın Özdemir, 1974 yılında İstanbul'da doğmuş olan Türk yazarıdır. Edebiyat alanındaki kariyerine şiirle başlamış, ancak kısa öykü ve roman türlerinde de eserler vermiştir. Özdemir, özellikle insan ilişkileri, yalnızlık ve bireysel çatışmalar üzerine yazılarıyla tanınır. Modern Türk edebiyatında önemli bir figür olarak kabul edilen Özdemir, toplumsal yapıyı ve bireysel varoluş sorunlarını eserlerinde derinlemesine işler. Eserlerinde, zamanın değişen toplumsal yapıları içinde insanın yerini sorgular.",1974-01-01,
723,Elizabeth Strout,"Elizabeth Strout, 1956 yılında Portland, Maine, Amerika Birleşik Devletleri'nde doğmuş olan Amerikalı yazardır. Özellikle 'Olive Kitteridge' adlı romanıyla büyük bir çıkış yakalamış, Pulitzer Ödülü kazanmıştır. Strout, eserlerinde genellikle kasaba yaşamını, aile ilişkilerini, bireysel travmaları ve insanın ruhsal dünyasını işler. Yazarın tarzı, derin psikolojik çözümlemeler ve sade dil kullanımı ile dikkat çeker. Strout, karakterlerinin içsel dünyalarını zengin bir şekilde anlatırken, toplumun baskılarından bağımsız hareket edebilen bireyleri betimler.",1956-01-01,
724,Ahmet Demir,"Ahmet Demir, 1980 yılında Ankara'da doğmuş olan Türk yazarıdır. Edebiyat hayatına denemeler ve kısa öykülerle başlamış olan Demir, toplumsal olaylara duyarlı yazılarıyla tanınmaktadır. Özellikle Türkiye'nin sosyal yapısını ve bireylerin bu yapıya nasıl entegre olduklarını konu alan eserleriyle öne çıkar. Ahmet Demir, bireysel kimlik krizleri, geleneksel aile yapıları ve kültürel çatışmalar üzerine yoğunlaşarak, derinlemesine toplumsal analizler yapmaktadır. Yazıları genellikle modern toplumun yalnızlık ve yabancılaşma temalarına odaklanır.",1980-01-01,
725,Nazım Uzun,"Nazım Uzun, Türk yazar ve şairdir. 1985 yılında İstanbul'da doğan Uzun, Türk edebiyatına modern bir bakış açısı getiren yazarlardan biridir. Eserlerinde genellikle toplumsal adalet, eşitlik ve bireysel özgürlük gibi temalar işler. Uzun, yazılarında şiirsel bir dil kullanarak, insanın içsel yolculuğunu ve toplumsal baskılara karşı verdiği mücadeleyi derinlemesine ele alır. Onun edebiyatı, hem bireysel hem de toplumsal düzeydeki gerilimleri ve çatışmaları irdeleyen, duyarlı bir bakış açısına sahiptir.",1985-01-01,
726,Anıl Mert Özsoy,"Anıl Mert Özsoy, 1990 yılında İzmir'de doğmuş olan Türk yazarıdır. Özsoy, özellikle gençlik edebiyatı ve fantastik kurgu alanlarında eserler vermektedir. Yazılarında genellikle bireysel kimlik arayışını, dostluk ilişkilerini ve toplumdan yabancılaşmayı işler. Özsoy'un en bilinen eserleri, fantastik dünyalar kurarak genç okuyuculara hitap etmekte ve onların hayal güçlerini genişletmektedir. Eserlerinde ayrıca, insanın içsel gücü ve çevresine karşı duyduğu sorumluluk gibi derin temalar da öne çıkmaktadır.",1990-01-01,
727,Charlotte Perkins Gilman,"Charlotte Perkins Gilman, 1860 yılında Hartford, Connecticut, Amerika Birleşik Devletleri'nde doğmuş olan Amerikalı yazardır. Gilman, feminizm hareketinin önde gelen isimlerinden biri olarak bilinir. Eserlerinde, kadınların toplumdaki yerini, kadın-erkek ilişkilerini ve kadınların bağımsızlık mücadelesini ele almıştır. En bilinen eseri olan 'The Yellow Wallpaper' adlı kısa hikayesi, kadınların toplum içinde hapsolmuş hislerini derinlemesine işler. Gilman, aynı zamanda sosyo-ekonomik sınıf ayrımlarına da dikkat çekmiş, sosyal değişim için çağrılarda bulunmuştur.",1860-07-03,1935-08-17
728,Daniel Pennac,"Daniel Pennac, 1944 yılında Casablanca, Fas'ta doğmuş olan Fransız yazardır. Pennac, özellikle 'Kötü Çocuk' adlı eserleriyle tanınmış, çocukluk ve gençlik yıllarındaki zorlukları konu almıştır. Yazar, eserlerinde bazen mizahi bazen de derin üzüntü barındıran bir dil kullanarak, okuyucuyu insanın en karanlık yanlarıyla yüzleştirir. Çocuklar ve gençler ile ilgili yazıları, toplumsal normları sorgulayan, bireysel özgürlük ve kimlik temaları üzerine yoğunlaşır. Pennac, ayrıca insan hakları, özgürlük ve eğitim üzerine de önemli yazılar yazmıştır.",1944-12-01,
729,İzzet Ulusman,"İzzet Ulusman, 1965 yılında İstanbul'da doğmuş olan Türk yazarıdır. Özellikle kısa öykü ve deneme türlerinde eserler veren Ulusman, toplumun çeşitli katmanlarında yaşanan adaletsizlikleri konu alır. Eserlerinde toplumsal normlara ve bireysel yaşamın içsel çelişkilerine yoğunlaşan Ulusman, insanın özgürleşme mücadelesini ve varoluşsal sorularını işler. Yazılarında, özellikle toplumsal sorunlara karşı duyarlılığı ve insan hakları temaları ön plana çıkar.",1965-01-01,
730,Enes Osman Aba,"Enes Osman Aba, 1995 yılında İstanbul'da doğmuş olan Türk yazarıdır. Aba, özellikle gençlik edebiyatı ve sosyal roman türlerinde eserler vermektedir. Yazılarında genellikle gençlerin kimlik arayışını, aile içi çatışmalarını ve toplumsal baskıları işler. Eserlerinde gençlerin yaşadığı içsel çatışmaları ve toplumla barışık olma çabalarını detaylı bir şekilde ele alır. Aba, toplumsal yapıyı ve bireylerin bu yapıya karşı verdikleri mücadeleyi derinlemesine analiz eder ve genç okurları için rehber niteliğinde eserler kaleme alır.",1995-01-01,
731,Rosie Curtis,"Rosie Curtis, 1980 yılında Londra, İngiltere'de doğmuş olan bir İngiliz yazardır. Curtis, özellikle kadın edebiyatı ve çağdaş romanlar alanında eserler vermektedir. Yazar, günlük yaşamın zorlukları, kadınların toplumdaki yerleri ve bireysel özgürlük üzerine yazılarıyla dikkat çeker. Curtis'in eserlerinde sıkça yer alan temalar arasında aşk, arkadaşlık, aile ilişkileri ve kişisel gelişim yer alır. Özellikle genç kadınların hayatta karşılaştıkları zorlukları anlatırken, onlara ilham verici mesajlar sunmayı amaçlar.",1980-01-01,
732,Panait Istrati,"Panait Istrati, 1884 yılında Romanya'nın Braila şehrinde doğmuş olan Romanya kökenli Fransız yazardır. Eserlerinde genellikle yoksulluk, adaletsizlik, ve bireysel özgürlük temalarını işler. Istrati, özellikle 'Kyra Kyralina' adlı eseriyle tanınır. Yazar, yaşamını zor şartlar altında geçiren halkı ve onların toplumsal mücadelelerini detaylı bir şekilde ele almıştır. Panait Istrati, insanın içsel çatışmalarını ve toplumsal düzenle mücadelesini derinlemesine işlerken, halk edebiyatının da önemli bir savunucusudur.",1884-01-01,1935-04-16
733,Emmanuil Kazakeviç,"Emmanuil Kazakeviç, 1931 yılında Sovyetler Birliği'nde doğmuş olan Sovyet yazarıdır. Kazakeviç, sosyalist gerçekçilik akımının izlerini taşıyan eserleriyle tanınır. Eserlerinde genellikle Sovyet toplumunun çeşitli katmanlarını, ideolojik çatışmaları ve halkın direnişini işler. Kazakeviç'in en bilinen eserleri, Sovyet halkının zorlukları karşısında nasıl bir direniş gösterdiğini anlatan savaş ve devrim temalı romanlardır. Yazar, insan ruhunun en karanlık yönlerini ve totaliter rejimlerin bireyler üzerindeki etkilerini derinlemesine irdelemiştir.",1931-01-01,2007-01-01
734,Bülent Ruscuklu,"Bülent Ruscuklu, 1950 yılında İstanbul'da doğmuş olan Türk yazardır. Ruscuklu, özellikle edebiyatın toplumsal işlevini sorgulayan, derin sosyal ve politik temaları işleyen bir yazardır. Eserlerinde, bireylerin toplum içindeki yerlerini, sınıf farklarını, adalet anlayışını ve toplumsal yapıları derinlemesine ele alır. Ruscuklu, genellikle dram, tiyatro ve deneme türlerinde eserler vermiştir. Yazarın eserleri, insan hakları ve özgürlük gibi evrensel temaları işlerken, aynı zamanda bireysel çelişkileri de anlatır.",1950-01-01,
735,Hakan Kabasakal,"Hakan Kabasakal, 1972 yılında Ankara'da doğmuş olan Türk yazardır. Kabasakal, özellikle modern Türk romanını yeniden şekillendiren ve toplumsal temaları işleyen eserleriyle tanınmaktadır. Yazar, eserlerinde toplumsal normlar, bireysel özgürlük, aşk, ve insan ilişkileri gibi temel insani temaları işler. Kabasakal, okurlarına genellikle bireysel duygusal çatışmalar ve toplumsal baskıların etkileri üzerinden derinlemesine düşünme fırsatı sunar. Eserlerinde karakterlerin içsel dünyasına odaklanır ve onları okuyucularına tanıtarak, toplumsal yapının birey üzerindeki etkilerini gösterir.",1972-01-01,
736,Tracey Garvis Graves,"Tracey Garvis Graves, 1974 yılında Amerika Birleşik Devletleri'nde doğmuş olan Amerikalı yazardır. Graves, özellikle romantik kurgu ve dramatik romanlar alanında eserler verir. Yazar, aşk ve ilişki temalarını işlerken, aynı zamanda bireylerin hayatlarındaki zorluklar ve zıtlıklarla başa çıkma süreçlerini de ele alır. Graves'in en bilinen eserlerinden biri olan 'On the Island', bir adada mahsur kalan iki insanın hikayesini anlatır. Graves, eserlerinde insan ilişkilerinin derinliklerini keşfeder ve aşkın çeşitli biçimlerini, zorluklarla başa çıkma yollarını ele alır.",1974-01-01,
